time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1676376859        0                 128               0                 30997624          34050512          0                 0                 3734048808639     329204618049      0                 0                
1676376869        0                 128               0                 31001114          34054000          0                 0                 3734049197945     332141847532      0                 0                
1676376880        0                 128               0                 31004358          34057243          0                 0                 3734049569906     334867970997      0                 0                
1676376890        0                 128               0                 31007524          34060407          0                 0                 3734049965041     337504237246      0                 0                
1676376900        0                 128               0                 31010864          34063748          0                 0                 3734050366166     340226967266      0                 0                
1676376910        0                 128               0                 31014275          34067156          0                 0                 3734050749925     343100115958      0                 0                
1676376921        0                 128               0                 31017765          34070647          0                 0                 3734051147902     345978612261      0                 0                
1676376931        0                 128               0                 31021214          34074094          0                 0                 3734051538328     348885889195      0                 0                
1676376941        0                 128               0                 31024754          34077632          0                 0                 3734051950568     351807304405      0                 0                
1676376952        0                 128               0                 31028206          34081085          0                 0                 3734052331897     354726225324      0                 0                
1676376962        0                 128               0                 31031535          34084413          0                 0                 3734052707283     357531234423      0                 0                
1676376972        0                 128               0                 31034828          34087706          0                 0                 3734053103570     360214596858      0                 0                
1676376983        0                 128               0                 31038058          34090933          0                 0                 3734053493099     362910987168      0                 0                
1676376993        0                 128               0                 31041574          34094450          0                 0                 3734053894813     365799655014      0                 0                
1676377003        0                 128               0                 31044828          34097704          0                 0                 3734054291140     368517979602      0                 0                
1676377014        0                 128               0                 31048195          34101069          0                 0                 3734054689720     371344097544      0                 0                
1676377024        0                 128               0                 31051718          34104593          0                 0                 3734055113721     374237987717      0                 0                
1676377034        0                 128               0                 31054879          34107752          0                 0                 3734055501842     376862731526      0                 0                
1676377044        7                 128               0                 31058202          34111075          0                 0                 3734055912667     379570658184      0                 0                
1676377055        0                 128               0                 31061478          34114351          0                 0                 3734056304787     382310537667      0                 0                
1676377065        0                 128               0                 31064948          34117820          0                 0                 3734056707508     385239581935      0                 0                
1676377075        0                 128               0                 31068353          34121224          0                 0                 3734057125639     388015919017      0                 0                
1676377087        0                 128               0                 31072102          34124972          0                 0                 3734057551853     391200965529      0                 0                
1676377098        0                 128               0                 31075752          34128620          0                 0                 3734057992392     394191576922      0                 0                
1676377108        0                 128               0                 31079154          34132024          0                 0                 3734058402202     397036732625      0                 0                
1676377118        0                 128               0                 31082345          34135215          0                 0                 3734058811772     399601391505      0                 0                
1676377129        0                 128               0                 31085732          34138599          0                 0                 3734059219027     402429770884      0                 0                
1676377139        0                 128               0                 31089127          34141996          0                 0                 3734059624247     405266495952      0                 0                
1676377149        0                 128               0                 31092474          34145342          0                 0                 3734060046416     407979360051      0                 0                
1676377160        5                 128               0                 31095813          34148682          0                 0                 3734060446990     410768346708      0                 0                
1676377170        0                 128               0                 31099283          34152152          0                 0                 3734060868730     413599221723      0                 0                
1676377181        5                 128               0                 31102774          34155642          0                 0                 3734061281200     416524294044      0                 0                
1676377191        0                 128               0                 31106153          34159021          0                 0                 3734061731169     419164406416      0                 0                
1676377202        0                 128               0                 31109559          34162426          0                 0                 3734062144952     421982915049      0                 0                
1676377212        0                 128               0                 31112899          34165765          0                 0                 3734062553167     424753970430      0                 0                
1676377222        0                 128               0                 31116523          34169387          0                 0                 3734063022588     427607604888      0                 0                
1676377233        0                 128               0                 31119629          34172495          0                 0                 3734063435200     430137587604      0                 0                
1676377243        0                 128               0                 31122498          34175366          0                 0                 3734063878549     432247745251      0                 0                
1676377253        0                 128               0                 31123848          34176686          0                 0                 3734064653326     432248499564      0                 0                
1676377264        0                 128               0                 31124780          34177563          0                 0                 3734065250512     432248892680      0                 0                
1676377274        0                 128               0                 31125545          34178327          0                 0                 3734065657579     432249502902      0                 0                
