#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1676377180        2.306210          2.306210          0.060284          0.060284          0.000000          0.688980          0.060284         
1676377191        2.306210          2.306210          0.060284          0.060284          0.000000          0.734898          0.060284         
1676377201        2.306210          2.306210          0.060284          0.060284          0.000000          0.706738          0.060284         
1676377212        2.306210          2.306210          0.060284          0.060284          0.000000          0.656712          0.060284         
1676377222        2.306210          2.306210          0.060288          0.060288          0.000000          0.649696          0.060288         
1676377232        2.306210          2.306210          0.060288          0.060288          0.000000          0.667400          0.060288         
1676377243        2.306210          1.850320          0.061073          0.061073          0.000000          0.685448          0.061073         
1676377253        2.650850          2.650850          0.091106          0.091106          0.000000          0.633427          0.091106         
1676377263        2.650850          2.635860          0.092171          0.092171          0.000000          0.639633          0.092171         
1676377274        3.027200          3.027200          0.116955          0.116955          0.000000          0.620682          0.116955         
1676377284        3.068970          3.068970          0.125858          0.125858          0.000000          0.600086          0.125858         
1676377294        3.951210          3.951210          0.158939          0.158939          0.000000          0.717541          0.158939         
1676377305        4.083300          4.083300          0.256378          0.256378          0.000000          0.628799          0.256378         
1676377315        4.158590          4.158590          0.309895          0.309895          0.000000          0.606049          0.309895         
1676377325        4.238150          4.238150          0.341740          0.341740          0.000000          0.618656          0.341740         
1676377336        4.389510          4.389510          0.374973          0.374973          0.000000          0.590504          0.374973         
1676377346        100.250000        100.250000        3.542470          3.542470          0.000000          2.712810          3.542470         
1676377360        100.337000        100.337000        3.557820          3.557820          0.000000          2.739150          3.557820         
1676377375        100.425000        100.425000        3.569570          3.569570          0.000000          2.733140          3.569570         
1676377391        100.515000        100.515000        3.590800          3.590800          0.000000          2.709850          3.590800         
1676377409        100.605000        100.605000        3.600980          3.600980          0.000000          2.698500          3.600980         
1676377427        100.753000        100.753000        3.649370          3.649370          0.000000          2.651560          3.649370         
1676377447        100.879000        100.879000        3.667190          3.667190          0.000000          2.626690          3.667190         
1676377464        100.879000        100.879000        3.676940          3.676940          0.000000          2.617140          3.676940         
1676377487        101.328000        101.328000        3.696190          3.696190          0.000000          2.591450          3.696190         
1676377514        101.513000        101.513000        3.708440          3.708440          0.000000          2.574660          3.708440         
1676377541        101.515000        101.515000        3.715630          3.715630          0.000000          2.572760          3.715630         
1676377571        101.517000        101.517000        3.723890          3.723890          0.000000          2.556920          3.723890         
1676377595        101.519000        101.519000        3.730190          3.730190          0.000000          2.558060          3.730190         
1676377627        101.522000        101.522000        3.740290          3.740290          0.000000          2.543580          3.740290         
1676377656        101.523000        101.523000        3.744170          3.744170          0.000000          2.539460          3.744170         
1676377685        101.525000        101.525000        3.751140          3.751140          0.000000          2.534650          3.751140         
1676377714        101.529000        101.529000        3.757360          3.757360          0.000000          2.529820          3.757360         
1676377739        101.535000        101.535000        3.765080          3.765080          0.000000          2.521760          3.765080         
1676377770        101.543000        101.543000        3.772980          3.772980          0.000000          2.513320          3.772980         
1676377802        101.555000        101.555000        3.782230          3.782230          0.000000          2.503680          3.782230         
1676377827        101.555000        101.555000        3.782500          3.782500          0.000000          2.500310          3.782500         
1676377853        101.555000        101.555000        3.783080          3.783080          0.000000          2.500380          3.783080         
1676377879        101.640000        101.640000        3.873750          3.873750          0.000000          2.404950          3.873750         
1676377911        101.642000        101.642000        3.879650          3.879650          0.000000          2.404720          3.879650         
1676377941        101.645000        101.645000        3.888840          3.888840          0.000000          9.090920          3.888840         
1676377970        101.647000        101.647000        3.895000          3.895000          0.000000          17.427100         3.895000         
1676377996        101.649000        101.649000        3.905190          3.905190          0.000000          22.726600         3.905190         
1676378023        101.651000        101.651000        3.911900          3.911900          0.000000          30.853900         3.911900         
1676378051        101.653000        101.653000        3.919310          3.919310          0.000000          38.322800         3.919310         
1676378073        101.655000        101.655000        3.925250          3.925250          0.000000          38.319600         3.925250         
1676378097        101.657000        101.657000        3.928370          3.928370          0.000000          38.422200         3.928370         
1676378128        101.660000        101.660000        3.931180          3.931180          0.000000          41.421500         3.931180         
1676378158        101.663000        101.663000        3.933850          3.933850          0.000000          44.226500         3.933850         
1676378189        101.664000        101.664000        3.935650          3.935650          0.000000          44.202900         3.935650         
1676378211        101.666000        101.666000        3.935650          3.932900          0.000000          44.344400         3.935650         
1676378239        101.666000        101.666000        3.935650          3.923920          0.000000          44.580000         3.935650         
1676378269        101.667000        101.667000        3.935650          3.923520          0.000000          44.601100         3.935650         
1676378298        101.790000        101.790000        4.046200          4.046200          0.000000          44.480400         4.046200         
1676378327        101.860000        101.860000        4.116820          4.116820          0.000000          44.407300         4.116820         
1676378355        101.872000        101.872000        4.124230          4.124230          0.000000          44.415600         4.124230         
1676378388        101.887000        101.887000        4.139350          4.139350          0.000000          44.391100         4.139350         
1676378412        101.892000        101.892000        4.144410          4.144410          0.000000          44.397800         4.144410         
1676378439        101.892000        101.873000        4.144410          4.125980          0.000000          44.406800         4.144410         
1676378461        101.892000        101.873000        4.144410          4.126030          0.000000          44.409100         4.144410         
1676378488        101.892000        101.883000        4.144410          4.136670          0.000000          44.393900         4.144410         
1676378516        101.892000        101.886000        4.144410          4.139370          0.000000          44.390500         4.144410         
1676378545        101.892000        101.886000        4.144410          4.139690          0.000000          44.396000         4.144410         
1676378572        101.892000        101.886000        4.144410          4.140260          0.000000          44.381700         4.144410         
1676378603        104.958000        104.958000        7.137980          7.137980          0.000000          40.915400         7.137980         
1676378633        107.266000        107.266000        9.246830          9.246830          0.000000          38.699100         9.246830         
1676378664        107.766000        107.766000        9.933280          9.933280          0.000000          37.892300         9.933280         
1676378692        109.269000        109.269000        10.510800         10.510800         0.000000          37.000400         10.510800        
1676378713        109.675000        109.675000        10.710500         10.710500         0.000000          36.695100         10.710500        
1676378742        110.425000        110.425000        11.145500         11.145500         0.000000          36.097700         11.145500        
1676378769        111.400000        111.400000        11.552800         11.552800         0.000000          35.631300         11.552800        
1676378798        111.821000        111.821000        11.686400         11.686400         0.000000          35.489600         11.686400        
1676378823        112.335000        112.335000        11.851300         11.851300         0.000000          35.122200         11.851300        
1676378844        112.554000        112.554000        11.939600         11.939600         0.000000          35.033700         11.939600        
1676378874        112.679000        112.679000        12.002000         12.002000         0.000000          34.975900         12.002000        
1676378900        112.679000        112.679000        12.201800         12.201800         0.000000          34.746000         12.201800        
