#TIME             gpu_0_avail_GB    gpu_0_used_GB     gpu_1_avail_GB    gpu_1_used_GB     gpu_2_avail_GB    gpu_2_used_GB     gpu_3_avail_GB    gpu_3_used_GB     
1676377212        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377222        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377233        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377243        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377253        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377264        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377274        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377284        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377295        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377305        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377315        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377326        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377336        16.125            0.000             16.125            0.000             16.125            0.000             16.125            0.000             
1676377349        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377364        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377380        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377397        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377415        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377435        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377451        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377472        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377499        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377527        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377556        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377582        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377610        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377641        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377671        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377700        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377726        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377755        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377786        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377814        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377836        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377867        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377896        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377926        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377958        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676377982        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378009        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378039        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378060        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378084        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378111        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378143        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378173        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378198        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378224        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378254        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378286        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378313        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378343        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378372        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378400        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378426        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378449        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378475        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378501        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378531        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378558        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378588        1.049             15.076            1.049             15.076            1.049             15.076            1.049             15.076            
1676378620        1.045             15.080            1.045             15.080            1.045             15.080            1.037             15.088            
1676378648        1.041             15.084            1.041             15.084            1.041             15.084            1.027             15.098            
1676378678        1.041             15.084            1.041             15.084            0.993             15.132            0.847             15.278            
1676378700        1.041             15.084            0.989             15.136            0.851             15.274            0.709             15.416            
1676378728        1.041             15.084            0.893             15.232            0.743             15.382            0.659             15.466            
1676378755        0.923             15.202            0.709             15.416            0.657             15.468            0.545             15.580            
1676378782        0.733             15.392            0.645             15.480            0.491             15.634            0.479             15.646            
1676378811        0.667             15.458            0.487             15.638            0.479             15.646            0.479             15.646            
1676378830        0.591             15.534            0.479             15.646            0.469             15.656            0.449             15.676            
1676378858        0.465             15.660            0.449             15.676            0.449             15.676            0.449             15.676            
1676378885        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676378917        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676378946        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676378969        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676378998        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379019        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379050        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379076        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379100        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379127        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379153        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379182        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379210        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379235        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379265        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379295        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379319        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379348        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379370        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379393        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379420        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379446        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379472        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379500        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379526        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379549        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379575        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379603        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379630        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379660        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379692        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379718        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379748        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379771        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379797        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379822        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379847        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379872        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379900        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379930        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379959        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676379982        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676380003        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676380024        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676380050        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676380077        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676380106        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676380132        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
1676380161        0.449             15.676            0.449             15.676            0.449             15.676            0.449             15.676            
