#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1676376859 68758109 44175300 3426569 6835209 12699554 13317898 26721 13639 62586.32 63293.39 1547.49 1217.94
1676376869 68758114 44175300 3426569 6835209 12700864 13322838 26721 13639 61362.79 58448.01 2771.54 6063.89
1676376879 68758115 44175300 3426569 6835209 12703588 13325867 26721 13639 58766.08 55466.86 5368.62 9045.52
1676376890 68758117 44175300 3426569 6835209 12706322 13328811 26721 13639 56154.01 52614.03 7980.70 11897.87
1676376900 68758118 44175300 3426569 6835209 12708814 13332107 26721 13639 53780.72 49384.68 10353.44 15126.73
1676376910 68758119 44175300 3426569 6835209 12710801 13336232 26721 13639 51877.27 45358.89 12256.96 19150.02
1676376921 68758121 44175300 3426569 6835209 12713724 13339383 26721 13639 49022.57 42318.09 15111.06 22193.25
1676376931 68758123 44175300 3426569 6835209 12717351 13341974 26721 13639 45510.25 39820.57 18624.50 24691.31
1676376941 68758124 44175300 3426569 6835209 12720301 13345154 26721 13639 42648.25 36733.57 21510.43 27776.35
1676376952 68758125 44175300 3426569 6835209 12724576 13347128 26721 13639 38456.38 34879.06 25680.22 29629.88
1676376962 68758126 44175300 3426569 6835209 12729849 13347809 26721 13639 33276.89 34290.75 30859.71 30218.74
1676376972 68758127 44175300 3426569 6835209 12734606 13348730 26721 13639 28627.97 33447.93 35509.19 31072.68
1676376983 68758128 44175300 3426569 6835209 12738716 13350468 26721 13639 24639.22 31783.38 39494.55 32726.05
1676376993 68758129 44175300 3426569 6835209 12741688 13353558 26721 13639 21742.86 28789.19 42391.90 35718.78
1676377003 68758131 44175300 3426569 6835209 12745947 13355061 26721 13639 17606.66 27356.86 46527.11 37154.56
1676377013 68758133 44175300 3426569 6835209 12749655 13357362 26721 13639 14005.39 25147.68 50132.14 39362.89
1676377024 68758136 44175300 3426569 6835209 12754708 13358465 26721 13639 9076.14 24105.82 55058.45 40406.67
1676377034 68758138 44175300 3426569 6835209 12758680 13360064 26721 13639 5217.32 22584.14 58916.80 41927.27
1676377044 68758141 44175300 3426569 6835209 12760951 13363579 26721 13639 3044.03 19147.19 61092.20 45362.22
1676377055 68758145 44175300 3793369 6835209 12762250 13366657 26721 15069 1833.10 14747.06 62300.50 49762.51
1676377065 68758148 44175300 4872212 6835209 12762255 13368652 26721 19283 1833.27 8721.30 62300.33 55790.24
1676377075 68758152 44175300 6255752 6835209 12762257 13369115 26721 24689 1833.45 3048.63 62300.16 61480.88
1676377087 68758156 44175300 7183054 6835213 12765091 13369293 26721 28310 650.71 1544.35 63482.89 63031.61
1676377097 68758157 44175300 7687099 6835220 12768307 13370450 26721 30282 655.11 847.84 63481.51 63660.64
1676377108 68758158 44175300 7846600 6873424 12771449 13372722 26870 30905 688.63 239.98 63445.48 64269.03
1676377118 68758158 44175300 8265120 6906146 12773828 13373976 26999 32540 650.41 310.16 63486.19 64199.37
1676377129 68758159 44175300 8800541 6906217 12777188 13374571 26999 34622 608.18 941.36 63525.43 63568.16
1676377139 68758161 44175300 9045035 7067817 12780152 13375987 27629 35586 518.35 369.49 63607.02 64121.63
1676377149 68758163 44175300 9328769 7103284 12783379 13377333 27768 36694 447.68 249.76 63687.95 64258.68
1676377160 68758164 44175300 9742015 7144787 12786439 13378323 27931 38309 599.40 189.82 63534.74 64329.82
1676377170 68758165 44175300 9893692 7443227 12788615 13380459 29096 38900 483.41 237.46 63651.71 64271.15
1676377180 68758165 44175300 10137472 7535733 12791771 13382132 29458 39854 490.07 306.98 63643.57 64197.82
1676377191 68758167 44175300 10306059 7796683 12793734 13384154 30477 40512 446.16 295.81 63688.05 64212.16
1676377201 68758169 44175300 10584839 7912826 12796481 13385841 30931 41602 495.36 211.82 63655.86 64297.21
1676377212 68758170 44175300 10734748 8145604 12798196 13388467 31840 42187 466.22 199.19 63669.43 64311.24
1676377222 68758171 44175300 10918533 8375627 12800185 13390901 32735 42905 489.52 160.30 63660.16 64348.62
1676377233 68758172 44175300 11176123 8514840 12802320 13392610 33282 43909 472.80 254.91 63656.41 64241.04
1676377243 68758173 44175300 11356968 8687915 12803968 13394188 33958 44617 425.19 276.50 63708.88 64233.50
1676377253 68758173 44175300 11450914 8687915 12803990 13394632 33958 44983 426.41 239.36 63707.20 64273.07
1676377264 68758173 44175300 11551452 8687915 12804017 13395036 33958 45376 426.39 228.25 63707.21 64280.82
1676377274 68758173 44175300 11579705 8687915 12804026 13395097 33958 45487 426.50 208.30 63707.10 64300.80
1676377284 68758173 44175300 11635616 8687915 12804029 13395154 33958 45704 424.51 190.89 63709.09 64319.69
1676377295 68758201 44175302 11652297 8689290 12804056 13395316 33964 45771 518.11 195.69 63615.58 64312.75
1676377305 68758201 44175302 11652297 8742456 12804151 13395569 34171 45771 478.25 160.10 63656.50 64348.82
1676377315 68758290 44175306 11652297 8802322 12804232 13395790 34403 45771 458.87 160.38 63674.26 64348.54
1676377326 68758290 44175306 11652297 8854640 12804316 13395968 34607 45771 472.05 160.46 63660.74 64348.45
1676377336 68758443 44175314 11652297 8901232 12804392 13396020 34789 45771 442.53 160.21 63691.73 64348.70
1676377347 68758676 44175350 11652297 8984921 12805905 13397304 35118 45771 959.12 1832.76 63184.96 62685.32
1676377362 68761592 44176550 11652297 8984921 12806639 13398019 35118 45771 956.43 1842.68 63176.23 62665.80
1676377377 68761722 44176614 11652297 8984921 12806981 13398362 35118 45771 972.56 1826.09 63160.57 62685.20
1676377394 68761956 44176724 11652297 8984921 12807323 13398718 35118 45771 976.03 1799.03 63157.18 62710.42
1676377412 68762309 44176910 11652297 8984921 12807715 13399094 35118 45771 980.24 1783.21 63153.50 62725.77
1676377430 68762685 44177142 11652297 8984921 12808058 13399438 35118 45771 980.80 1733.95 63152.11 62774.19
1676377449 68762861 44177244 11652297 8984921 12808407 13399742 35118 45771 948.91 1736.05 63184.21 62772.48
1676377467 68763363 44177430 11652297 8984921 12808814 13400164 35118 45771 963.04 1715.99 63171.06 62793.48
1676377492 68763568 44177532 11652297 8984921 12809181 13400491 35118 45771 915.39 1735.41 63220.25 62773.02
1676377519 68763736 44177626 11652297 8984921 12809603 13400870 35118 45771 890.61 1745.24 63241.33 62764.18
1676377549 68764018 44177780 11652297 8984921 12809994 13401207 35118 45771 903.77 1728.36 63229.18 62779.79
