TIMESTAMP        home1-RQ         home1-RD         home1-WR         work2-RQ         work2-RD         work2-WR         scratch1-RQ      scratch1-RD      scratch1-WR      scratch2-RQ      scratch2-RD      scratch2-WR      scratch3-RQ      scratch3-RD      scratch3-WR      
1676376859        4278980          132718326741      7209399368       7411550           1801747002536    59526891903       4706150          2390694290614     3656307728624    137072            0                0                 274093           0                 0                
1676376869        4279314          132718369861      7209422544       7411550           1801747002536    59526891903       4706208          2393645656249     3656307728624    137072            0                0                 274093           0                 0                
1676376879        4279658          132718412983      7209445718       7411550           1801747002536    59526891903       4706262          2396356812920     3656307728624    137072            0                0                 274093           0                 0                
1676376890        4279995          132718456107      7209468895       7411550           1801747002536    59526891903       4706314          2399008371939     3656307728624    137072            0                0                 274093           0                 0                
1676376900        4280333          132718499241      7209492079       7411554           1801747002536    59526891903       4706369          2401744118301     3656307728624    137074            0                0                 274097           0                 0                
1676376910        4280670          132718542375      7209515263       7411554           1801747002536    59526891903       4706427          2404631263971     3656307728624    137074            0                0                 274097           0                 0                
1676376921        4281008          132718585513      7209538449       7411558           1801747002536    59526891903       4706484          2407483991131     3656307728624    137076            0                0                 274101           0                 0                
1676376931        4281345          132718628649      7209561634       7411558           1801747002536    59526891903       4706542          2410422287328     3656307728624    137076            0                0                 274101           0                 0                
1676376941        4281683          132718671787      7209584819       7411562           1801747002536    59526891903       4706601          2413305687338     3656307728624    137078            0                0                 274105           0                 0                
1676376952        4282020          132718714925      7209608004       7411562           1801747002536    59526891903       4706659          2416241336593     3656307728624    137078            0                0                 274105           0                 0                
1676376962        4282357          132718758065      7209631192       7411562           1801747002536    59526891903       4706715          2419043782003     3656307728624    137078            0                0                 274105           0                 0                
1676376972        4282695          132718801213      7209654382       7411566           1801747002536    59526891903       4706770          2421720089935     3656307728624    137080            0                0                 274109           0                 0                
1676376983        4283032          132718844361      7209677571       7411566           1801747002536    59526891903       4706824          2424446382389     3656307728624    137080            0                0                 274109           0                 0                
1676376993        4283371          132718887501      7209700758       7411570           1801747002536    59526891903       4706883          2427319316227     3656307728624    137082            0                0                 274113           0                 0                
1676377003        4283708          132718930641      7209723945       7411570           1801747002536    59526891903       4706937          2430036346183     3656307728624    137082            0                0                 274113           0                 0                
1676377013        4284045          132718973789      7209747135       7411570           1801747002536    59526891903       4706993          2432861952925     3656307728624    137082            0                0                 274113           0                 0                
1676377024        4284383          132719016931      7209770322       7411574           1801747002536    59526891903       4707050          2435761033763     3656307728624    137084            0                0                 274117           0                 0                
1676377034        4284720          132719060073      7209793509       7411574           1801747002536    59526891903       4707104          2438380074923     3656307728624    137084            0                0                 274117           0                 0                
1676377044        4285058          132719103215      7209816695       7411578           1801747002536    59526891903       4707159          2441104518269     3656307728624    137086            0                0                 274121           0                 0                
1676377055        4285395          132719146357      7209839883       7411578           1801747002536    59526891903       4707213          2443827635896     3656307728624    137086            0                0                 274121           0                 0                
1676377065        4285732          132719189499      7209863068       7411578           1801747002536    59526891903       4707269          2446754469106     3656307728624    137086            0                0                 274121           0                 0                
1676377075        4286070          132719232649      7209886258       7411582           1801747002536    59526891903       4707326          2449519655030     3656307728624    137088            0                0                 274125           0                 0                
1676377087        4286406          132719275791      7209909442       7411582           1801747002536    59526891903       4707388          2452702172144     3656307728624    137088            0                0                 274125           0                 0                
1676377098        4286745          132719318933      7209932628       7411586           1801747002536    59526891903       4707449          2455694741461     3656307728624    137090            0                0                 274129           0                 0                
1676377108        4287082          132719362075      7209955813       7411586           1801747002536    59526891903       4707507          2458562691116     3656307728624    137090            0                0                 274129           0                 0                
1676377118        4287421          132719405221      7209979000       7411590           1801747002536    59526891903       4707558          2461099808462     3656307728624    137092            0                0                 274133           0                 0                
1676377129        4287758          132719448365      7210002185       7411590           1801747002536    59526891903       4707614          2463940761725     3656307728624    137092            0                0                 274133           0                 0                
1676377139        4288095          132719491509      7210025370       7411590           1801747002536    59526891903       4707670          2466757521733     3656307728624    137092            0                0                 274133           0                 0                
1676377149        4288434          132719534653      7210048555       7411594           1801747002536    59526891903       4707727          2469508146981     3656307728624    137094            0                0                 274137           0                 0                
1676377160        4288772          132719577797      7210071741       7411594           1801747002536    59526891903       4707781          2472255450459     3656307728624    137094            0                0                 274137           0                 0                
1676377170        4289110          132719620941      7210094927       7411598           1801747002536    59526891903       4707838          2475108592829     3656307728624    137096            0                0                 274141           0                 0                
1676377180        4289446          132719664093      7210118118       7411598           1801747002536    59526891903       4707896          2478013462931     3656307728624    137096            0                0                 274141           0                 0                
1676377191        4289795          132719707237      7210141304       7411602           1801747002536    59526891903       4707957          2480677912937     3656307728624    137098            0                0                 274145           0                 0                
1676377201        4290132          132719750381      7210164491       7411602           1801747002536    59526891903       4708015          2483499548990     3656307728624    137098            0                0                 274145           0                 0                
1676377212        4290469          132719793527      7210187678       7411602           1801747002536    59526891903       4708069          2486253288984     3656307728624    137098            0                0                 274145           0                 0                
1676377222        4290818          132719836673      7210210865       7411606           1801747002536    59526891903       4708132          2489095330937     3656307728624    137100            0                0                 274149           0                 0                
1676377233        4291155          132719879825      7210234054       7411606           1801747002536    59526891903       4708189          2491627541487     3656307728624    137100            0                0                 274149           0                 0                
1676377243        4291504          132719922928      7210254704       7411610           1801747002536    59526891903       4708259          2493776301742     3656307728624    137102            0                0                 274153           0                 0                
1676377253        4292645          132720283668      7210282223       7411611           1801747002536    59526891903       4708260          2493776301742     3656307728624    137102            0                0                 274153           0                 0                
1676377264        4293307          132720503380      7210433956       7411611           1801747002536    59526891903       4708260          2493776301742     3656307728624    137102            0                0                 274153           0                 0                
1676377274        4293864          132720879091      7210464736       7411614           1801747002536    59526891903       4708261          2493776301742     3656307728624    137104            0                0                 274157           0                 0                
1676377284        4295352          132722211936      7210495517       7411614           1801747002536    59526891903       4708261          2493776301742     3656307728624    137104            0                0                 274157           0                 0                
1676377295        4296089          132723319928      7210526298       7411618           1801747002536    59526891903       4708263          2493776301742     3656307728624    137106            0                0                 274161           0                 0                
1676377305        4297944          132730714368      7210557080       7411618           1801747002536    59526891903       4708263          2493776301742     3656307728624    137106            0                0                 274161           0                 0                
1676377315        4302607          132746723505      7210587864       7411618           1801747002536    59526891903       4708263          2493776301742     3656307728624    137106            0                0                 274161           0                 0                
1676377326        4310028          132756148735      7210618649       7411622           1801747002536    59526891903       4708265          2493776301742     3656307728624    137108            0                0                 274165           0                 0                
1676377336        4313825          132763641435      7210649434       7411622           1801747002536    59526891903       4708265          2493776301742     3656307728624    137108            0                0                 274165           0                 0                
1676377348        4315331          132765264493      7210695669       7411626           1801747002536    59526891903       4708275          2493776301742     3656307728624    137110            0                0                 274169           0                 0                
1676377362        4315684          132765322887      7210726509       7411626           1801747002536    59526891903       4708275          2493776301742     3656307728624    137110            0                0                 274169           0                 0                
1676377378        4316044          132765381275      7210757347       7411630           1801747002536    59526891903       4708277          2493776301742     3656307728624    137112            0                0                 274173           0                 0                
1676377395        4316394          132765439665      7210788186       7411634           1801747002536    59526891903       4708279          2493776301742     3656307728624    137114            0                0                 274177           0                 0                
1676377414        4316749          132765498057      7210819026       7411634           1801747002536    59526891903       4708279          2493776301742     3656307728624    137114            0                0                 274177           0                 0                
1676377433        4317105          132765556451      7210849867       7411638           1801747002536    59526891903       4708281          2493776301742     3656307728624    137116            0                0                 274181           0                 0                
1676377449        4317466          132766032542      7210880709       7411642           1801747002536    59526891903       4708283          2493776301742     3656307728624    137118            0                0                 274185           0                 0                
1676377469        4317821          132766090940      7210911552       7411646           1801747002536    59526891903       4708285          2493776301742     3656307728624    137120            0                0                 274189           0                 0                
1676377494        4318177          132766149340      7210942395       7411650           1801747002536    59526891903       4708287          2493776301742     3656307728624    137122            0                0                 274193           0                 0                
1676377523        4318537          132766207740      7210973238       7411654           1801747002536    59526891903       4708289          2493776301742     3656307728624    137124            0                0                 274197           0                 0                
1676377552        4318897          132766266140      7211004081       7411658           1801747002536    59526891903       4708291          2493776301742     3656307728624    137126            0                0                 274201           0                 0                
1676377579        4319245          132766324540      7211034924       7411662           1801747002536    59526891903       4708293          2493776301742     3656307728624    137128            0                0                 274205           0                 0                
1676377605        4319601          132766382940      7211065767       7411666           1801747002536    59526891903       4708295          2493776301742     3656307728624    137130            0                0                 274209           0                 0                
1676377637        4319957          132766441340      7211096610       7411670           1801747002536    59526891903       4708297          2493776301742     3656307728624    137132            0                0                 274213           0                 0                
1676377665        4320313          132766499740      7211127453       7411678           1801747002536    59526891903       4708301          2493776301742     3656307728624    137136            0                0                 274221           0                 0                
1676377694        4320672          132766558136      7211158294       7411682           1801747002536    59526891903       4708303          2493776301742     3656307728624    137138            0                0                 274225           0                 0                
1676377723        4321031          132766616534      7211189136       7411686           1801747002536    59526891903       4708305          2493776301742     3656307728624    137140            0                0                 274229           0                 0                
1676377750        4321382          132766674932      7211219978       7411690           1801747002536    59526891903       4708307          2493776301742     3656307728624    137142            0                0                 274233           0                 0                
1676377779        4321738          132766733330      7211250820       7411694           1801747002536    59526891903       4708309          2493776301742     3656307728624    137144            0                0                 274237           0                 0                
1676377810        4322096          132766791728      7211281662       7411698           1801747002536    59526891903       4708311          2493776301742     3656307728624    137146            0                0                 274241           0                 0                
1676377833        4322454          132766850128      7211312505       7411702           1801747002536    59526891903       4708313          2493776301742     3656307728624    137148            0                0                 274245           0                 0                
1676377864        4322811          132766908528      7211343349       7411706           1801747002536    59526891903       4708315          2493776301742     3656307728624    137152            0                0                 274253           0                 0                
1676377891        4323171          132766966930      7211374193       7411714           1801747002536    59526891903       4708319          2493776301742     3656307728624    137154            0                0                 274257           0                 0                
1676377921        4323525          132767025330      7211405037       7411718           1801747002536    59526891903       4708321          2493776301742     3656307728624    137156            0                0                 274261           0                 0                
1676377952        4323877          132767083732      7211435882       7411722           1801747002536    59526891903       4708323          2493776301742     3656307728624    137158            0                0                 274265           0                 0                
1676377977        4324238          132767142134      7211466727       7411726           1801747002536    59526891903       4708325          2493776301742     3656307728624    137160            0                0                 274269           0                 0                
1676378005        4324587          132767200536      7211497574       7411730           1801747002536    59526891903       4708327          2493776301742     3656307728624    137162            0                0                 274273           0                 0                
1676378034        4324943          132767258938      7211528421       7411734           1801747002536    59526891903       4708329          2493776301742     3656307728624    137164            0                0                 274277           0                 0                
1676378057        4325307          132767317340      7211559268       7411738           1801747002536    59526891903       4708331          2493776301742     3656307728624    137166            0                0                 274281           0                 0                
1676378081        4325655          132767375742      7211590115       7411742           1801747002536    59526891903       4708333          2493776301742     3656307728624    137168            0                0                 274285           0                 0                
1676378104        4326011          132767434142      7211620961       7411746           1801747002536    59526891903       4708335          2493776301742     3656307728624    137170            0                0                 274289           0                 0                
1676378138        4326375          132767492542      7211651807       7411750           1801747002536    59526891903       4708337          2493776301742     3656307728624    137172            0                0                 274297           0                 0                
1676378168        4326724          132767550942      7211682653       7411758           1801747002536    59526891903       4708341          2493776301742     3656307728624    137176            0                0                 274301           0                 0                
1676378195        4327080          132767609344      7211713500       7411762           1801747002536    59526891903       4708343          2493776301742     3656307728624    137178            0                0                 274305           0                 0                
1676378220        4327444          132767667746      7211744347       7411766           1801747002536    59526891903       4708345          2493776301742     3656307728624    137180            0                0                 274309           0                 0                
1676378249        4327800          132767726152      7211775196       7411770           1801747002536    59526891903       4708347          2493776301742     3656307728624    137182            0                0                 274313           0                 0                
1676378279        4328154          132767784560      7211806046       7411774           1801747002536    59526891903       4708349          2493776301742     3656307728624    137184            0                0                 274317           0                 0                
1676378308        4328505          132767842968      7211836896       7411778           1801747002536    59526891903       4708351          2493776301742     3656307728624    137186            0                0                 274321           0                 0                
1676378338        4328867          132767901376      7211867746       7411782           1801747002536    59526891903       4708353          2493776301742     3656307728624    137188            0                0                 274329           0                 0                
1676378367        4329218          132767959784      7211898596       7411790           1801747002536    59526891903       4708357          2493776301742     3656307728624    137192            0                0                 274333           0                 0                
1676378396        4329582          132768018192      7211929446       7411794           1801747002536    59526891903       4708359          2493776301742     3656307728624    137194            0                0                 274337           0                 0                
1676378422        4329930          132768076600      7211960296       7411798           1801747002536    59526891903       4708361          2493776301742     3656307728624    137196            0                0                 274341           0                 0                
1676378445        4330287          132768135010      7211991147       7411802           1801747002536    59526891903       4708363          2493776301742     3656307728624    137198            0                0                 274345           0                 0                
1676378471        4330642          132768193420      7212021998       7411806           1801747002536    59526891903       4708365          2493776301742     3656307728624    137200            0                0                 274349           0                 0                
1676378495        4330998          132768251830      7212052849       7411810           1801747002536    59526891903       4708367          2493776301742     3656307728624    137202            0                0                 274353           0                 0                
1676378524        4331358          132768310240      7212083700       7411814           1801747002536    59526891903       4708369          2493776301742     3656307728624    137204            0                0                 274357           0                 0                
1676378553        4331717          132768368648      7212114551       7411818           1801747002536    59526891903       4708371          2493776301742     3656307728624    137206            0                0                 274361           0                 0                
1676378583        4332074          132768427058      7212145402       7411822           1801747002536    59526891903       4708373          2493776301742     3656307728624    137208            0                0                 274365           0                 0                
1676378616        4332423          132768485470      7212176254       7411830           1801747002536    59526891903       4708377          2493776301742     3656307728624    137212            0                0                 274373           0                 0                
1676378644        4332783          132768543882      7212207106       7411834           1801747002536    59526891903       4708379          2493776301742     3656307728624    137214            0                0                 274377           0                 0                
1676378674        4333135          132768602294      7212237958       7411838           1801747002536    59526891903       4708381          2493776301742     3656307728624    137216            0                0                 274381           0                 0                
1676378698        4333491          132768660710      7212268812       7411842           1801747002536    59526891903       4708383          2493776301742     3656307728624    137218            0                0                 274385           0                 0                
1676378724        4333852          132768719122      7212299664       7411846           1801747002536    59526891903       4708385          2493776301742     3656307728624    137220            0                0                 274389           0                 0                
1676378751        4334212          132768777534      7212330516       7411850           1801747002536    59526891903       4708387          2493776301742     3656307728624    137222            0                0                 274393           0                 0                
1676378778        4334576          132768836010      7212361368       7411854           1801747002536    59526891903       4708389          2493776301742     3656307728624    137224            0                0                 274397           0                 0                
1676378806        4334943          132768894454      7212392220       7411858           1801747002536    59526891903       4708391          2493776301742     3656307728624    137226            0                0                 274401           0                 0                
1676378827        4335297          132768952866      7212423072       7411862           1801747002536    59526891903       4708393          2493776301742     3656307728624    137228            0                0                 274405           0                 0                
