TIMESTAMP        home1-RQ         home1-RD         home1-WR         work2-RQ         work2-RD         work2-WR         scratch1-RQ      scratch1-RD      scratch1-WR      scratch2-RQ      scratch2-RD      scratch2-WR      scratch3-RQ      scratch3-RD      scratch3-WR      
1676375398        2666264          60813930204       3905446485       6595692           49540479231      4270945544        1395542          2908085952348     2005530918284    189818            0                0                 379634           134217728         0                
1676375408        2669506          60815108385       3905558323       6595692           49540479231      4270945544        1395543          2908085952348     2005530918284    189818            0                0                 379634           134217728         0                
1676375418        2669922          60815225182       3905596759       6595692           49540479231      4270945544        1395544          2908085952348     2005530918284    189818            0                0                 379634           134217728         0                
1676375429        2672310          60825710654       3905614818       6595692           49540479231      4270945544        1395545          2908085952348     2005530918284    189818            0                0                 379634           134217728         0                
1676375439        2675846          60842409374       3905632875       6595696           49540479231      4270945544        1395547          2908085952348     2005530918284    189820            0                0                 379638           134217728         0                
1676375449        2680389          60850974565       3905650937       6595696           49540479231      4270945544        1395548          2908085952348     2005530918284    189820            0                0                 379638           134217728         0                
1676375459        2683313          60859456232       3905684407       6595696           49540479231      4270945544        1395549          2908085952348     2005530918284    189820            0                0                 379638           134217728         0                
1676375470        2683662          60859631836       3905702486       6595700           49540479231      4270945544        1395551          2908085952348     2005530918284    189822            0                0                 379642           134217728         0                
1676375480        2683987          60859664766       3905720565       6595700           49540479231      4270945544        1395552          2908085952348     2005530918284    189822            0                0                 379642           134217728         0                
1676375490        2684313          60859697702       3905738647       6595704           49540479231      4270945544        1395554          2908085952348     2005530918284    189824            0                0                 379646           134217728         0                
1676375501        2684638          60859730638       3905756729       6595704           49540479231      4270945544        1395555          2908085952348     2005530918284    189824            0                0                 379646           134217728         0                
1676375511        2684963          60859763574       3905774811       6595704           49540479231      4270945544        1395556          2908085952348     2005530918284    189824            0                0                 379646           134217728         0                
1676375521        2685289          60859796512       3905792895       6595708           49540479231      4270945544        1395558          2908085952348     2005530918284    189826            0                0                 379650           134217728         0                
1676375532        2685614          60859829450       3905810978       6595708           49540479231      4270945544        1395559          2908085952348     2005530918284    189826            0                0                 379650           134217728         0                
1676375542        2685940          60859862388       3905829061       6595712           49540479231      4270945544        1395561          2908085952348     2005530918284    189828            0                0                 379654           134217728         0                
1676375552        2686265          60859895326       3905847144       6595712           49540479231      4270945544        1395562          2908085952348     2005530918284    189828            0                0                 379654           134217728         0                
1676375563        2686592          60859928264       3905865227       6595716           49540479231      4270945544        1395564          2908085952348     2005530918284    189830            0                0                 379658           134217728         0                
1676375573        2686920          60860203989       3905883310       6595716           49540479231      4270945544        1395564          2908085952348     2005530918284    189830            0                0                 379658           134217728         0                
