#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1676375398        0.750957          0.750957          0.018608          0.018608          0.000000          23.663200         0.018608         
1676375408        1.160400          1.160400          0.044243          0.044243          0.000000          23.636500         0.044243         
1676375418        1.160400          1.123650          0.053299          0.053299          0.000000          23.636800         0.053299         
1676375429        2.189160          2.189160          0.202042          0.202042          0.000000          23.452300         0.202042         
1676375439        2.287300          2.287300          0.262501          0.262501          0.000000          23.186200         0.262501         
1676375449        2.393090          2.393090          0.293774          0.293774          0.000000          23.098100         0.293774         
1676375460        52.102800         52.102800         1.791080          1.791080          0.000000          21.482600         1.791080         
1676375470        98.271600         98.271600         3.503320          3.503320          0.000000          19.795300         3.503320         
1676375480        98.275500         98.275500         3.510890          3.510890          0.000000          19.778500         3.510890         
1676375490        98.279700         98.279700         3.518850          3.518850          0.000000          19.779000         3.518850         
1676375501        98.285800         98.285800         3.538120          3.538120          0.000000          19.756400         3.538120         
1676375511        98.291000         98.291000         3.551330          3.551330          0.000000          19.738800         3.551330         
1676375521        98.293700         98.293700         3.557810          3.557810          0.000000          19.732800         3.557810         
1676375532        98.298100         98.298100         3.574030          3.574030          0.000000          19.720600         3.574030         
1676375542        98.300800         98.300800         3.578490          3.578490          0.000000          19.713800         3.578490         
1676375552        98.340700         98.340700         3.635270          3.635270          0.000000          19.656300         3.635270         
1676375562        98.345600         98.345600         3.680980          3.680980          0.000000          19.609500         3.680980         
1676375573        98.385600         98.385600         3.721120          3.721120          0.000000          19.576300         3.721120         
1676375583        98.396300         98.396300         3.728210          3.728210          0.000000          19.558400         3.728210         
1676375594        98.396300         98.396300         3.728220          3.728220          0.000000          19.558300         3.728220         
1676375604        98.396300         98.396300         3.728250          3.728250          0.000000          19.561900         3.728250         
1676375614        98.396300         98.396300         3.728670          3.728670          0.000000          19.562900         3.728670         
1676375625        98.396500         98.396500         3.743270          3.743270          0.000000          19.548400         3.743270         
1676375635        98.402400         98.402400         3.763790          3.763790          0.000000          19.524100         3.763790         
1676375645        98.438200         98.438200         3.817350          3.817350          0.000000          19.468400         3.817350         
1676375655        98.438200         98.438200         3.817350          3.817350          0.000000          19.472500         3.817350         
1676375666        98.438200         98.438200         3.817350          3.817350          0.000000          19.467600         3.817350         
1676375676        98.438200         98.438200         3.817350          3.817350          0.000000          19.472200         3.817350         
1676375686        98.438200         98.438200         3.817350          3.817350          0.000000          19.469300         3.817350         
1676375697        98.438200         98.438200         3.817350          3.817350          0.000000          19.466400         3.817350         
1676375707        98.438200         98.438200         3.817350          3.817350          0.000000          19.467100         3.817350         
1676375717        98.438200         98.438200         3.817350          3.817350          0.000000          19.469400         3.817350         
1676375728        98.438200         98.438200         3.817350          3.817350          0.000000          19.471000         3.817350         
1676375738        98.438200         98.438200         3.817350          3.817350          0.000000          19.470100         3.817350         
1676375748        98.438200         98.438200         3.817360          3.817360          0.000000          19.468700         3.817360         
1676375759        98.438200         98.438200         3.817360          3.817360          0.000000          19.472000         3.817360         
1676375769        98.438200         98.438200         3.817360          3.817360          0.000000          19.472300         3.817360         
1676375779        98.438200         98.438200         3.817360          3.817360          0.000000          19.471600         3.817360         
1676375789        98.438200         98.438200         3.817360          3.817360          0.000000          19.471700         3.817360         
1676375800        98.438200         98.438200         3.817360          3.817360          0.000000          19.469700         3.817360         
1676375810        98.438200         98.438200         3.817360          3.817360          0.000000          19.469300         3.817360         
1676375820        98.438200         98.438200         3.817360          3.817360          0.000000          19.466300         3.817360         
1676375831        98.438200         98.438200         3.817360          3.817360          0.000000          19.467600         3.817360         
1676375841        98.438200         98.438200         3.817360          3.817360          0.000000          19.469800         3.817360         
1676375851        98.438200         98.438200         3.817390          3.817390          0.000000          19.471500         3.817390         
1676375862        98.438200         98.438200         3.817390          3.817390          0.000000          19.472000         3.817390         
1676375872        98.438200         98.438200         3.817390          3.817390          0.000000          19.471900         3.817390         
1676375882        98.438200         98.438200         3.817390          3.817390          0.000000          19.469700         3.817390         
1676375893        98.438200         98.438200         3.817390          3.817390          0.000000          19.472300         3.817390         
1676375903        98.438200         98.438200         3.817390          3.817390          0.000000          19.469600         3.817390         
1676375913        98.438200         98.438200         3.817390          3.817390          0.000000          19.472300         3.817390         
1676375924        98.438200         98.438200         3.817390          3.817390          0.000000          19.469700         3.817390         
1676375934        98.438200         98.438200         3.817390          3.817390          0.000000          19.474500         3.817390         
1676375944        98.438200         98.438200         3.817390          3.817390          0.000000          19.475400         3.817390         
1676375955        98.530700         98.530700         3.912720          3.912720          0.000000          19.379100         3.912720         
1676375965        98.631100         98.631100         4.027410          4.027410          0.000000          19.260700         4.027410         
1676375975        105.218000        105.218000        10.127200         10.127200         0.000000          13.164700         10.127200        
1676375985        109.178000        109.178000        12.013800         12.013800         0.000000          11.389600         12.013800        
1676375996        109.178000        109.178000        12.013800         12.013800         0.000000          11.388300         12.013800        
1676376006        109.178000        109.178000        12.013800         12.013800         0.000000          11.384500         12.013800        
1676376016        109.178000        109.178000        12.013800         12.013800         0.000000          11.382800         12.013800        
1676376027        109.178000        109.178000        12.013800         12.013800         0.000000          11.385800         12.013800        
1676376037        109.178000        109.178000        12.013800         12.013800         0.000000          11.387300         12.013800        
1676376047        109.178000        109.178000        12.013800         12.013800         0.000000          11.384300         12.013800        
1676376058        109.178000        109.178000        12.013800         12.013800         0.000000          11.382800         12.013800        
1676376068        109.178000        109.178000        12.013800         12.013800         0.000000          11.380800         12.013800        
1676376078        109.178000        109.178000        12.013800         12.013800         0.000000          11.381800         12.013800        
1676376088        109.178000        109.178000        12.013800         12.013800         0.000000          11.382400         12.013800        
1676376099        109.178000        109.178000        12.013800         12.013800         0.000000          11.385900         12.013800        
1676376109        109.178000        109.178000        12.013800         12.013800         0.000000          11.383100         12.013800        
1676376119        109.178000        109.178000        12.013800         12.013800         0.000000          11.384400         12.013800        
1676376130        109.178000        109.178000        12.013800         12.013800         0.000000          11.382600         12.013800        
1676376140        109.178000        109.178000        12.013900         12.013900         0.000000          11.386000         12.013900        
1676376150        109.178000        109.178000        12.013900         12.013900         0.000000          11.387200         12.013900        
1676376161        109.178000        109.178000        12.013900         12.013900         0.000000          11.387400         12.013900        
1676376171        109.178000        109.178000        12.013900         12.013900         0.000000          11.383000         12.013900        
1676376181        109.178000        109.178000        12.013900         12.013900         0.000000          11.385000         12.013900        
1676376192        109.178000        109.178000        12.013900         12.013900         0.000000          11.383300         12.013900        
1676376202        109.178000        109.178000        12.013900         12.013900         0.000000          11.381600         12.013900        
1676376212        109.178000        109.178000        12.013900         12.013900         0.000000          11.385400         12.013900        
1676376223        109.178000        109.178000        12.013900         12.013900         0.000000          11.383900         12.013900        
1676376233        109.178000        109.178000        12.013900         12.013900         0.000000          11.383500         12.013900        
1676376243        109.178000        109.178000        12.013900         12.013900         0.000000          11.383800         12.013900        
1676376253        109.178000        109.178000        12.013900         12.013900         0.000000          11.382400         12.013900        
1676376264        109.178000        109.178000        12.013900         12.013900         0.000000          11.381900         12.013900        
1676376274        109.178000        109.178000        12.013900         12.013900         0.000000          11.381100         12.013900        
1676376284        109.178000        109.178000        12.013900         12.013900         0.000000          11.381100         12.013900        
1676376295        109.178000        109.178000        12.013900         12.013900         0.000000          11.386200         12.013900        
1676376305        109.178000        109.178000        12.013900         12.013900         0.000000          11.382200         12.013900        
1676376315        109.178000        109.178000        12.013900         12.013900         0.000000          11.382500         12.013900        
1676376326        109.178000        109.178000        12.013900         12.013700         0.000000          11.401500         12.013900        
1676376336        109.178000        109.178000        12.013900         11.899200         0.000000          12.052100         12.013900        
1676376346        109.178000        109.178000        12.013900         11.896500         0.000000          12.211500         12.013900        
1676376357        109.178000        109.178000        12.013900         11.891000         0.000000          12.278000         12.013900        
1676376367        109.178000        109.178000        12.013900         11.887700         0.000000          12.317500         12.013900        
1676376377        109.178000        109.178000        12.013900         11.887500         0.000000          12.320700         12.013900        
1676376388        109.178000        109.178000        12.013900         11.887500         0.000000          12.320000         12.013900        
1676376398        109.178000        109.178000        12.013900         11.887500         0.000000          12.327100         12.013900        
1676376408        109.178000        109.178000        12.013900         11.887500         0.000000          12.323300         12.013900        
1676376419        109.178000        109.178000        12.013900         11.887500         0.000000          12.329100         12.013900        
1676376429        109.178000        109.178000        12.013900         11.887500         0.000000          12.327500         12.013900        
1676376439        109.178000        109.178000        12.013900         11.887500         0.000000          12.329400         12.013900        
1676376449        109.178000        109.178000        12.013900         11.887500         0.000000          12.330000         12.013900        
1676376460        109.178000        109.178000        12.013900         11.887500         0.000000          12.330000         12.013900        
1676376470        109.178000        109.178000        12.013900         11.887500         0.000000          12.329200         12.013900        
1676376480        109.178000        109.178000        12.013900         11.874700         0.000000          12.384300         12.013900        
1676376491        109.178000        109.178000        12.013900         11.874900         0.000000          12.383000         12.013900        
1676376501        109.178000        109.178000        12.013900         11.874900         0.000000          12.385600         12.013900        
1676376511        109.178000        109.178000        12.013900         11.874900         0.000000          12.386900         12.013900        
1676376522        109.178000        109.178000        12.013900         11.874900         0.000000          12.383000         12.013900        
1676376532        109.178000        109.178000        12.013900         11.874900         0.000000          12.381600         12.013900        
1676376542        109.178000        109.178000        12.013900         11.875000         0.000000          12.381300         12.013900        
1676376553        109.178000        109.178000        12.013900         11.875000         0.000000          12.385000         12.013900        
1676376563        109.178000        109.178000        12.013900         11.875000         0.000000          12.386600         12.013900        
1676376573        109.178000        109.178000        12.013900         11.875100         0.000000          12.386700         12.013900        
1676376584        109.178000        109.178000        12.013900         11.875100         0.000000          12.387500         12.013900        
1676376594        109.178000        109.178000        12.013900         11.875100         0.000000          12.386600         12.013900        
1676376604        109.178000        109.178000        12.013900         11.875100         0.000000          12.382600         12.013900        
1676376615        109.178000        109.178000        12.013900         11.875100         0.000000          12.383600         12.013900        
1676376625        109.178000        109.178000        12.013900         11.875100         0.000000          12.385400         12.013900        
1676376635        109.178000        109.178000        12.013900         11.875100         0.000000          12.383900         12.013900        
1676376646        109.178000        109.178000        12.013900         11.875100         0.000000          12.382400         12.013900        
1676376656        109.178000        109.178000        12.013900         11.875100         0.000000          12.381600         12.013900        
1676376666        109.178000        109.178000        12.013900         11.875100         0.000000          12.381200         12.013900        
1676376676        109.178000        109.178000        12.013900         11.875100         0.000000          12.380900         12.013900        
1676376687        109.178000        109.178000        12.013900         11.875100         0.000000          12.384800         12.013900        
1676376697        109.178000        109.178000        12.013900         11.875100         0.000000          12.383900         12.013900        
1676376707        109.178000        109.178000        12.013900         11.875100         0.000000          12.385800         12.013900        
1676376718        109.178000        109.173000        12.013900         11.874200         0.000000          12.338600         12.013900        
1676376728        109.178000        0.828556          12.013900         0.031452          0.000000          24.100700         12.013900        
1676376738        109.178000        0.521271          12.013900         0.014145          0.000000          24.106900         12.013900        
1676376749        109.178000        0.109669          12.013900         0.003120          0.000000          24.124400         12.013900        
1676376759        109.178000        0.109669          12.013900         0.003120          0.000000          24.122100         12.013900        
1676376769        109.178000        0.109669          12.013900         0.003120          0.000000          24.121100         12.013900        
1676376779        109.178000        0.109669          12.013900         0.003124          0.000000          24.120700         12.013900        
1676376790        109.178000        0.109669          12.013900         0.003124          0.000000          24.121000         12.013900        
