TIMESTAMP        home1-RQ         home1-RD         home1-WR         work2-RQ         work2-RD         work2-WR         scratch1-RQ      scratch1-RD      scratch1-WR      scratch2-RQ      scratch2-RD      scratch2-WR      scratch3-RQ      scratch3-RD      scratch3-WR      
1676375397        3606925          168552568720      10814511119      2553766           64006278864      3509604968        1765700          279186747326      820325357287     189831            0                0                 379614           83886080          0                
1676375407        3609943          168553623702      10814526097      2553766           64006278864      3509604968        1765701          279186747326      820325357287     189831            0                0                 379614           83886080          0                
1676375418        3610439          168553816733      10814664006      2553766           64006278864      3509604968        1765702          279186747326      820325357287     189831            0                0                 379614           83886080          0                
1676375428        3612746          168560547458      10814682101      2553766           64006278864      3509604968        1765703          279186747326      820325357287     189831            0                0                 379614           83886080          0                
1676375438        3616318          168580136710      10814700197      2553770           64006278864      3509604968        1765705          279186747326      820325357287     189833            0                0                 379618           83886080          0                
1676375448        3620924          168589404832      10814718294      2553770           64006278864      3509604968        1765706          279186747326      820325357287     189833            0                0                 379618           83886080          0                
1676375459        3623916          168598100246      10814751798      2553770           64006278864      3509604968        1765707          279186747326      820325357287     189833            0                0                 379618           83886080          0                
1676375469        3624265          168598275916      10814769909      2553774           64006278864      3509604968        1765710          279186747326      820325357287     189835            0                0                 379622           83886080          0                
1676375479        3624590          168598308912      10814788019      2553774           64006278864      3509604968        1765711          279186747326      820325357287     189835            0                0                 379622           83886080          0                
1676375490        3624916          168598341912      10814806132      2553778           64006278864      3509604968        1765713          279186747326      820325357287     189837            0                0                 379626           83886080          0                
1676375500        3625241          168598374916      10814824247      2553778           64006278864      3509604968        1765714          279186747326      820325357287     189837            0                0                 379626           83886080          0                
1676375510        3625568          168598407922      10814842362      2553782           64006278864      3509604968        1765716          279186747326      820325357287     189839            0                0                 379630           83886080          0                
1676375521        3625893          168598440936      10814860481      2553782           64006278864      3509604968        1765717          279186747326      820325357287     189839            0                0                 379630           83886080          0                
