#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1676375397        0.970016          0.970016          0.025352          0.025352          0.000000          23.220600         0.025352         
1676375407        0.970161          0.970161          0.025593          0.025593          0.000000          23.215400         0.025593         
1676375418        0.970161          0.828438          0.031380          0.031380          0.000000          23.206000         0.031380         
1676375428        2.172300          2.172300          0.192612          0.192612          0.000000          23.039500         0.192612         
1676375438        2.276470          2.276470          0.256893          0.256893          0.000000          22.762800         0.256893         
1676375449        2.385650          2.385650          0.293213          0.293213          0.000000          22.651000         0.293213         
1676375459        36.958200         36.958200         1.669480          1.669480          0.000000          21.190300         1.669480         
1676375469        98.271800         98.271800         3.502710          3.502710          0.000000          19.351300         3.502710         
1676375479        98.274900         98.274900         3.513270          3.513270          0.000000          19.340500         3.513270         
1676375490        98.280900         98.280900         3.523130          3.523130          0.000000          19.330400         3.523130         
1676375500        98.318000         98.318000         3.554190          3.554190          0.000000          19.297800         3.554190         
1676375510        98.323400         98.323400         3.568530          3.568530          0.000000          19.286200         3.568530         
1676375521        98.325900         98.325900         3.578380          3.578380          0.000000          19.276000         3.578380         
1676375531        98.330400         98.330400         3.588700          3.588700          0.000000          19.264300         3.588700         
1676375541        98.333200         98.333200         3.597980          3.597980          0.000000          19.254700         3.597980         
1676375552        98.373200         98.373200         3.725590          3.725590          0.000000          19.128600         3.725590         
1676375562        98.378500         98.378500         3.780880          3.780880          0.000000          19.069800         3.780880         
1676375572        98.415700         98.415700         3.795670          3.795670          0.000000          19.054300         3.795670         
1676375582        98.427800         98.427800         3.810770          3.810770          0.000000          19.037700         3.810770         
1676375593        98.427800         98.427800         3.810770          3.810770          0.000000          19.035500         3.810770         
1676375603        98.427800         98.427800         3.810770          3.810770          0.000000          19.034200         3.810770         
1676375613        98.427800         98.427800         3.818370          3.818370          0.000000          19.028200         3.818370         
1676375624        98.427800         98.427800         3.833960          3.833960          0.000000          19.014000         3.833960         
1676375634        98.430500         98.430500         3.860440          3.860440          0.000000          18.986800         3.860440         
1676375644        98.469400         98.469400         3.928970          3.928970          0.000000          18.916900         3.928970         
1676375655        98.469400         98.469400         3.929320          3.929320          0.000000          18.916600         3.929320         
1676375665        98.469400         98.469400         3.929320          3.929320          0.000000          18.916500         3.929320         
1676375675        98.469400         98.469400         3.929320          3.929320          0.000000          18.916800         3.929320         
1676375686        98.469400         98.469400         3.929330          3.929330          0.000000          18.915000         3.929330         
1676375696        98.469400         98.469400         3.929330          3.929330          0.000000          18.917300         3.929330         
1676375706        98.469400         98.469400         3.929330          3.929330          0.000000          18.915800         3.929330         
1676375717        98.469400         98.469400         3.929330          3.929330          0.000000          18.917400         3.929330         
1676375727        98.469400         98.469400         3.929330          3.929330          0.000000          18.915300         3.929330         
1676375737        98.469400         98.469400         3.929330          3.929330          0.000000          18.916400         3.929330         
1676375748        98.469400         98.469400         3.929330          3.929330          0.000000          18.918000         3.929330         
1676375758        98.469400         98.469400         3.929330          3.929330          0.000000          18.916200         3.929330         
1676375768        98.469400         98.469400         3.929330          3.929330          0.000000          18.916100         3.929330         
1676375778        98.469400         98.469400         3.929330          3.929330          0.000000          18.915500         3.929330         
1676375789        98.469400         98.469400         3.929330          3.929330          0.000000          18.915100         3.929330         
1676375799        98.469400         98.469400         3.929330          3.929330          0.000000          18.915900         3.929330         
1676375809        98.469400         98.469400         3.929330          3.929330          0.000000          18.915500         3.929330         
1676375820        98.469400         98.469400         3.929330          3.929330          0.000000          18.919000         3.929330         
1676375830        98.469400         98.469400         3.929330          3.929330          0.000000          18.916900         3.929330         
1676375840        98.469400         98.469400         3.929330          3.929330          0.000000          18.916400         3.929330         
1676375851        98.469400         98.469400         3.929340          3.929340          0.000000          18.917600         3.929340         
1676375861        98.469400         98.469400         3.929340          3.929340          0.000000          18.918800         3.929340         
1676375871        98.469400         98.469400         3.929340          3.929340          0.000000          18.917600         3.929340         
1676375882        98.469400         98.469400         3.929340          3.929340          0.000000          18.917600         3.929340         
1676375892        98.469400         98.469400         3.929340          3.929340          0.000000          18.918000         3.929340         
1676375902        98.469400         98.469400         3.929340          3.929340          0.000000          18.917200         3.929340         
