#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1676376030 67848290 46678218 11752777 41512718 18424303 18908663 162208 46161 10358.90 8496.86 53775.30 56012.38
1676376065 67848715 46678316 11752777 41512718 18424532 18909047 162208 46161 10426.83 8419.57 53706.91 56089.71
1676376096 67849012 46678424 11752777 41512718 18424685 18909234 162208 46161 10412.17 8415.17 53722.00 56094.33
1676376123 67849116 46678514 11752777 41512718 18424846 18909468 162208 46161 10388.40 8420.62 53744.73 56087.82
1676376146 67849239 46678534 11752777 41512718 18425125 18909772 162208 46161 10374.86 8420.26 53759.31 56088.23
1676376176 67849452 46678640 11752777 41512718 18425316 18910045 162208 46161 10372.67 8414.12 53761.29 56096.09
1676376205 67849604 46678748 11752777 41512718 18425475 18910285 162208 46161 10387.05 8389.02 53747.19 56119.90
1676376229 67849704 46678750 11752777 41512718 18425668 18910495 162208 46161 10387.31 8384.71 53746.47 56122.18
1676376256 67849892 46678856 11752777 41512718 18425871 18910756 162208 46161 10409.82 8357.57 53723.88 56152.02
1676376282 67849986 46678938 11752777 41512718 18426005 18910955 162208 46161 10430.11 8339.00 53703.63 56169.91
1676376317 67850254 46679042 11752777 41512718 18426147 18911277 162208 46161 10524.52 8246.80 53609.12 56262.47
1676376342 67850491 46679064 11752777 41512718 18426437 18911613 162208 46161 10559.66 8630.71 53579.28 55884.39
1676376369 67850696 46679168 11752777 41512718 18426611 18911844 162208 46161 10572.70 8715.72 53559.41 55791.80
1676376401 67850816 46679246 11752777 41512718 18426764 18912124 162208 46161 10570.03 8724.29 53565.52 55782.02
1676376435 67850956 46679264 11752777 41512718 18427069 18912398 162208 46161 10406.43 8791.64 53734.67 55722.13
1676376464 67851302 46679360 11752777 41512718 18427240 18912765 162208 46161 10400.06 8700.48 53736.38 55811.84
1676376498 67851542 46679444 11752777 41512718 18427354 18913000 162208 46161 10405.21 8740.04 53728.64 55771.46
1676376530 67851705 46679514 11752777 41512718 18427451 18913245 162208 46161 10403.40 8717.86 53729.83 55791.38
1676376561 67851780 46679580 11752777 41512718 18427813 18913680 162208 46161 10399.68 8709.30 53730.73 55796.60
1676376589 67851872 46679580 11752777 41512718 18428102 18914037 162208 46161 10398.74 8721.95 53735.82 55788.02
1676376611 67851993 46679630 11752777 41512718 18428734 18914652 162208 46161 10367.97 8732.95 53764.39 55774.06
1676376640 67852143 46679686 11752777 41512718 18428895 18914845 162208 46161 10357.48 8756.80 53788.04 55739.12
1676376671 67852207 46679742 11752777 41512718 18429101 18915041 162208 46161 10300.21 8804.52 53831.71 55702.06
1676376694 67852408 46679756 11752777 41512718 18429447 18915382 162208 46161 10271.98 8816.55 53860.93 55691.68
1676376721 67853169 46679798 11752777 41512718 18432538 18915647 162208 46161 7250.25 8830.50 56902.77 55678.42
1676376748 67853468 46679926 11752777 41512718 18434846 18915931 162208 46161 5126.88 8846.93 59081.19 55661.78
1676376778 67854445 46680114 11752777 41512718 18436030 18916161 162208 46161 4000.15 8874.77 60135.04 55634.18
