time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1676375397        0                 408               0                 25962649          26072306          0                 8                 193918915331      498385608181      0                 1920             
1676375407        0                 408               0                 25965994          26075572          0                 8                 193920855987      498387053415      0                 1920             
1676375418        0                 408               0                 25966697          26076254          0                 8                 193921321381      498387433033      0                 1920             
1676375428        0                 408               0                 25973334          26082889          0                 8                 193924051520      498474814872      0                 1920             
1676375438        0                 408               0                 25981364          26090918          0                 8                 193927481127      498524932122      0                 1920             
1676375449        0                 408               0                 25990805          26100358          0                 8                 193931710925      498560164352      0                 1920             
1676375459        0                 408               0                 25997338          26106890          0                 8                 193934597913      498596312778      0                 1920             
1676375469        0                 408               0                 25997823          26107374          0                 8                 193934832080      498597902346      0                 1920             
1676375480        0                 408               0                 25998177          26107728          0                 8                 193935042320      498598032706      0                 1920             
1676375490        0                 408               0                 25998513          26108063          0                 8                 193935233737      498598159546      0                 1920             
1676375500        0                 408               0                 25998959          26108508          0                 8                 193935448684      498598306866      0                 1920             
1676375511        0                 408               0                 25999295          26108843          0                 8                 193935640111      498598433706      0                 1920             
1676375521        0                 408               0                 25999758          26109305          0                 8                 193935876459      498598584546      0                 1920             
1676375531        0                 408               0                 26000094          26109640          0                 8                 193936067887      498598711386      0                 1920             
1676375541        0                 408               0                 26000435          26109980          0                 8                 193936259291      498598838546      0                 1920             
1676375552        0                 408               0                 26000878          26110422          0                 8                 193936478749      498598985962      0                 1920             
1676375562        0                 408               0                 26001232          26110776          0                 8                 193936692718      498599116034      0                 1920             
1676375572        0                 408               0                 26001681          26111224          0                 8                 193936909802      498599507469      0                 1920             
1676375583        0                 408               0                 26002029          26111571          0                 8                 193937103038      498599810993      0                 1920             
1676375593        0                 408               0                 26002365          26111907          0                 8                 193937300590      498599938057      0                 1920             
1676375603        0                 408               0                 26002823          26112365          0                 8                 193937537827      498600088097      0                 1920             
1676375614        0                 408               0                 26003158          26112699          0                 8                 193937728759      498600214745      0                 1920             
1676375624        0                 408               0                 26003604          26113144          0                 8                 193937943403      498600362065      0                 1920             
1676375634        0                 408               0                 26003940          26113480          0                 8                 193938138983      498600489129      0                 1920             
1676375645        0                 408               0                 26004400          26113940          0                 8                 193938376896      498600639553      0                 1920             
1676375655        0                 408               0                 26004735          26114274          0                 8                 193938567796      498600766201      0                 1920             
1676375665        0                 408               0                 26005089          26114629          0                 8                 193938790163      498600896497      0                 1920             
1676375676        0                 408               0                 26005545          26115085          0                 8                 193939029694      498601046825      0                 1920             
1676375686        0                 408               0                 26005899          26115440          0                 8                 193939247093      498601177121      0                 1920             
1676375696        0                 408               0                 26006355          26115896          0                 8                 193939485824      498601327553      0                 1920             
1676375707        0                 408               0                 26006709          26116249          0                 8                 193939697735      498601457361      0                 1920             
1676375717        0                 408               0                 26007059          26116599          0                 8                 193939911778      498601587337      0                 1920             
1676375727        0                 408               0                 26007520          26117059          0                 8                 193940146857      498601737793      0                 1920             
