time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1676375398        0                 114               0                 79611574          80698862          0                 0                 1036709854535     1063581521911     0                 0                
1676375408        0                 114               0                 79614907          80702098          0                 0                 1036711775620     1063583057603     0                 0                
1676375419        0                 114               0                 79615839          80703032          0                 0                 1036712367847     1063583777938     0                 0                
1676375429        0                 114               0                 79622710          80709902          0                 0                 1036715143579     1063676755316     0                 0                
1676375439        0                 114               0                 79631078          80718270          0                 0                 1036718749088     1063723234996     0                 0                
1676375450        0                 114               0                 79640294          80727484          0                 0                 1036722880134     1063759312459     0                 0                
1676375460        0                 114               0                 79646192          80733380          0                 0                 1036725487974     1063792196892     0                 0                
1676375470        0                 114               0                 79646573          80733761          0                 0                 1036725714144     1063793766372     0                 0                
1676375480        0                 114               0                 79647031          80734219          0                 0                 1036725947202     1063793916444     0                 0                
1676375491        0                 114               0                 79647367          80734554          0                 0                 1036726138610     1063794043284     0                 0                
1676375501        0                 114               0                 79647808          80734994          0                 0                 1036726353540     1063794190284     0                 0                
1676375511        0                 114               0                 79648165          80735350          0                 0                 1036726564515     1063794320772     0                 0                
1676375522        0                 114               0                 79648619          80735803          0                 0                 1036726799941     1063794470524     0                 0                
1676375532        0                 114               0                 79648976          80736159          0                 0                 1036727014137     1063794601012     0                 0                
1676375542        0                 114               0                 79649327          80736510          0                 0                 1036727229928     1063794731180     0                 0                
1676375552        0                 114               0                 79649789          80736971          0                 0                 1036727466760     1063794881828     0                 0                
1676375563        0                 114               0                 79650140          80737322          0                 0                 1036727681699     1063795011996     0                 0                
1676375573        0                 114               0                 79650596          80737777          0                 0                 1036727899239     1063795404135     0                 0                
1676375583        0                 114               0                 79650939          80738119          0                 0                 1036728092459     1063795707339     0                 0                
1676375594        0                 114               0                 79651281          80738460          0                 0                 1036728285980     1063795834723     0                 0                
1676375604        0                 114               0                 79651734          80738913          0                 0                 1036728523182     1063795984443     0                 0                
1676375614        0                 114               0                 79652074          80739252          0                 0                 1036728714074     1063796111411     0                 0                
1676375625        0                 114               0                 79652515          80739692          0                 0                 1036728928702     1063796258411     0                 0                
1676375635        0                 114               0                 79652856          80740033          0                 0                 1036729124275     1063796385795     0                 0                
1676375645        0                 114               0                 79653204          80740381          0                 0                 1036729338161     1063796515355     0                 0                
1676375656        0                 114               0                 79653649          80740825          0                 0                 1036729552565     1063796662483     0                 0                
1676375666        0                 114               0                 79653984          80741159          0                 0                 1036729743449     1063796789131     0                 0                
1676375676        0                 114               0                 79654431          80741606          0                 0                 1036729965003     1063796936867     0                 0                
1676375687        0                 114               0                 79654777          80741954          0                 0                 1036730183181     1063797066427     0                 0                
1676375697        0                 114               0                 79655223          80742399          0                 0                 1036730397809     1063797213747     0                 0                
1676375708        0                 114               0                 79655558          80742733          0                 0                 1036730588693     1063797340395     0                 0                
1676375718        0                 114               0                 79655912          80743088          0                 0                 1036730806768     1063797470691     0                 0                
1676375728        0                 114               0                 79656350          80743525          0                 0                 1036731020724     1063797617115     0                 0                
1676375739        0                 114               0                 79656690          80743864          0                 0                 1036731211608     1063797744083     0                 0                
1676375749        0                 114               0                 79657136          80744309          0                 0                 1036731430373     1063797892107     0                 0                
1676375759        0                 114               0                 79657488          80744660          0                 0                 1036731642106     1063798021571     0                 0                
1676375770        0                 114               0                 79657823          80744994          0                 0                 1036731832990     1063798148219     0                 0                
1676375780        0                 114               0                 79658269          80745439          0                 0                 1036732047618     1063798295539     0                 0                
1676375790        0                 114               0                 79658608          80745777          0                 0                 1036732245123     1063798423019     0                 0                
1676375800        0                 114               0                 79659060          80746231          0                 0                 1036732483660     1063798572259     0                 0                
1676375811        0                 114               0                 79659395          80746565          0                 0                 1036732674544     1063798698907     0                 0                
1676375821        0                 114               0                 79659842          80747011          0                 0                 1036732889396     1063798846419     0                 0                
1676375831        0                 114               0                 79660180          80747349          0                 0                 1036733089609     1063798973899     0                 0                
1676375842        0                 114               0                 79660531          80747700          0                 0                 1036733296518     1063799103363     0                 0                
1676375852        0                 114               0                 79660972          80748140          0                 0                 1036733511146     1063799250363     0                 0                
1676375862        0                 114               0                 79661312          80748479          0                 0                 1036733702030     1063799377331     0                 0                
1676375873        0                 114               0                 79661758          80748925          0                 0                 1036733925047     1063799525547     0                 0                
1676375883        0                 114               0                 79662110          80749276          0                 0                 1036734131592     1063799655011     0                 0                
1676375893        0                 114               0                 79662445          80749610          0                 0                 1036734322475     1063799781659     0                 0                
1676375904        0                 114               0                 79662894          80750059          0                 0                 1036734547076     1063799929811     0                 0                
1676375914        0                 114               0                 79663240          80750405          0                 0                 1036734756421     1063800058955     0                 0                
1676375924        0                 114               0                 79663686          80750850          0                 0                 1036734971050     1063800206275     0                 0                
1676375935        0                 114               0                 79664021          80751184          0                 0                 1036735161935     1063800332923     0                 0                
1676375945        0                 114               0                 79664365          80751527          0                 0                 1036735361404     1063800460723     0                 0                
